Unnamed: 0,B2_3-2_Spleen_S12,B2_3-1_Spleen_S6,B2_3-5_Spleen_S24,B2_1-6_Spleen_S17,B2_1-3_Spleen_S42,B2_2-6_Spleen_S43,B2_2-4_Spleen_S34,B2_1-4_Spleen_S5,B2_2-2_Spleen_S23,B2_3-3_Spleen_S18,B2_1-5_Spleen_S11
ENSMUST00020182212.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000197685.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000108362.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000000895.13,66.0,0.0,0.0,14.051,29.014,0.0,32.0,13.256,27.0,0.0,0.0
ENSMUST00000211639.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000151229.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
ENSMUST00000239834.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000138826.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.518,0.0,0.0
ENSMUST00000111129.2,1378.026,1125.677,920.377,922.737,309.104,1036.119,1071.989,1461.387,276.833,353.762,619.254
ENSMUST00000107230.8,,,,,,,,,,,
ENSMUST00000128819.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000143491.3,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0
ENSMUST00020182105.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000213487.2,3.886,6.938,3.239,3.652,10.291,0.0,6.095,6.696,6.213,6.001,0.0
ENSMUST00000112182.3,0.0,0.0,1.272,0.0,3.938,0.0,0.0,0.0,1.339,0.0,0.0
ENSMUST00000102520.9,505.083,0.0,1995.805,1478.65,1985.901,0.0,2004.804,825.636,456.983,549.14,0.0
ENSMUST00000189237.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000129493.8,509.482,0.0,1338.841,1172.692,1340.555,0.0,683.353,345.283,1334.982,0.0,64.119
ENSMUST00000098228.6,,,,,,,,,,,
ENSMUST00000029139.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000210934.2,4.451,0.0,29.612,16.37,23.095,16.257,10.874,19.533,36.031,0.0,9.589
ENSMUST00000125421.8,0.0,0.0,5.755,0.0,2.014,0.0,4.229,0.0,0.0,2.102,1.026
ENSMUST00000127832.2,24.39,3.16,20.62,29.173,21.368,10.466,27.446,10.606,27.252,0.0,34.3
ENSMUST00000219424.2,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000082698.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000117346.2,27.0,15.0,38.0,36.0,42.0,12.0,30.0,16.0,27.0,8.0,13.0
ENSMUST00000226897.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
ENSMUST00000228846.2,0.0,0.0,0.0,2.396,0.0,0.0,0.0,0.0,0.0,0.0,7.331
ENSMUST00000238681.2,159.121,6.903,6.796,126.344,286.905,411.144,119.968,301.769,128.727,5.054,55.617
ENSMUST00000243504.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSMUST00000102626.10,0.0,0.0,351.591,77.034,121.213,27.0,0.0,115.0,0.0,74.0,84.0
ENSMUST00000034646.8,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0
ENSMUST00000242918.1,18.766,9.0,0.0,1.536,25.0,16.961,6.0,7.356,0.0,11.0,0.0
ENSMUST00000188028.7,0.0,0.0,0.0,281.604,5.805,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000155604.2,145.014,45.155,336.31,214.229,159.19,92.124,149.54,125.577,167.052,40.93,137.226
ENSMUST00000123235.3,7.109,11.186,17.993,15.205,9.474,5.0,5.153,7.222,4.564,0.0,14.631
ENSMUST00000204493.2,0.0,0.0,3.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000173668.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000225747.2,73.513,29.407,181.075,90.816,96.15,29.53,77.985,95.842,13.47,40.375,67.939
ENSMUST00020182290.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000229665.2,437.012,226.901,474.695,461.97,288.43,122.98,390.179,406.219,172.564,118.653,288.598
ENSMUST00000145308.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000193406.2,0.0,0.0,16.386,151.544,21.904,0.0,18.841,2.08,76.345,0.0,8.885
ENSMUST00000180021.2,1024.754,747.431,1624.891,1214.543,729.442,873.955,1246.184,796.552,366.573,648.853,595.952
ENSMUST00000225652.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000139076.2,7.0,0.0,6.458,16.576,2.228,2.0,5.131,0.0,3.851,0.0,0.0
ENSMUST00000127294.8,3.248,0.0,5.593,3.404,3.556,0.0,2.947,7.956,0.0,16.867,0.0
ENSMUST00000106137.8,0.0,0.0,0.0,0.0,0.0,0.0,10.369,0.0,29.786,0.0,2.824
ENSMUST00000134580.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000156158.6,551.408,67.399,1035.227,811.638,842.933,236.633,918.6,670.433,528.774,228.741,402.602
ENSMUST00000133485.8,0.0,48.802,165.91,103.529,31.29,20.439,31.867,22.504,95.922,10.926,3.678
ENSMUST00000019808.12,66.799,0.0,9.5,35.0,42.089,14.0,16.5,5.0,28.0,0.0,77.0
ENSMUST00000116515.9,0.0,0.0,5.684,17.679,16.873,0.0,50.309,0.0,15.304,0.0,0.0
ENSMUST00000215276.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000223451.2,0.0,0.0,2.538,0.0,2.198,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000056329.7,6.811,1.008,4.838,2.141,4.169,6.71,1.593,13.761,1.048,61.114,7.388
ENSMUST00000234819.2,979.384,339.628,283.311,305.476,62.318,330.374,270.56,191.645,23.701,0.0,624.208
ENSMUST00000249312.1,1.231,4.963,2.0,1.24,0.0,0.0,3.939,1.006,0.0,4.467,0.0
ENSMUST00000118046.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000186297.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
ENSMUST00000128460.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.368
ENSMUST00000174433.2,0.0,0.0,5.118,5.999,0.0,0.0,0.0,7.939,0.0,0.0,0.0
ENSMUST00000242302.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000185892.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000172262.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000177490.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000063307.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.464,0.0,0.0
ENSMUST00000142549.2,21.398,0.0,26.234,7.646,13.753,6.431,10.073,4.017,18.601,4.0,0.0
ENSMUST00000201569.2,14.116,0.0,13.653,23.577,40.931,12.338,35.093,28.482,24.513,3.031,0.0
ENSMUST00000233751.2,34.564,52.845,35.793,41.089,37.018,34.851,40.141,34.226,33.075,25.556,16.174
ENSMUST00000240563.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000223676.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSMUST00000241406.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000185016.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000241152.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.447
ENSMUST00000077925.7,322.76,395.0,411.884,415.625,623.947,62.036,218.568,496.666,225.215,200.0,373.624
ENSMUST00000111493.8,,,,,,,,,,,
ENSMUST00000164927.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000018382.7,53.0,14.0,51.0,46.0,22.0,38.0,46.0,47.0,5.0,34.0,18.0
ENSMUST00000055815.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000239370.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000160212.2,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000212141.2,0.0,0.0,0.0,0.0,2.539,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000222810.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000190232.2,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000196602.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
ENSMUST00000050273.9,8696.388,5792.328,9210.313,6748.186,3872.539,4710.418,7239.383,6670.481,2682.165,1980.05,3245.441
ENSMUST00000206238.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000156001.8,26.75,14.263,29.925,30.408,19.599,17.717,24.289,56.649,6.17,1.066,3.464
ENSMUST00000240387.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000246148.1,1.0,0.0,10.0,15.0,13.0,0.0,9.0,0.0,8.0,0.0,8.0
ENSMUST00000125597.2,129.297,37.617,162.454,154.255,196.914,133.268,146.738,163.001,75.646,50.618,54.449
ENSMUST00000212272.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSMUST00000191188.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000020530.12,1882.104,1023.239,2023.441,1837.416,1287.622,1059.804,1771.575,1382.381,859.834,450.966,763.463
ENSMUST00000188302.7,0.0,0.0,0.0,0.0,7.447,0.0,0.0,0.0,2.107,0.0,0.0
ENSMUST00000145220.2,742.203,0.0,1189.319,804.204,428.93,284.163,673.665,441.795,362.95,220.922,747.281
ENSMUST00000210416.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000034463.4,407.297,302.698,429.705,360.819,266.02,227.188,390.107,487.117,220.453,238.89,234.9
ENSMUST00000244854.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000134384.8,12.798,0.0,9.967,4.201,5.812,8.692,0.0,0.0,5.906,0.0,0.0
ENSMUST00000133569.2,1.409,0.0,0.0,0.0,1.319,0.0,0.0,0.0,1.593,1.087,7.101
ENSMUST00000081314.11,0.0,0.0,873.167,836.829,566.282,0.0,705.955,187.809,677.885,15.522,212.537
ENSMUST00020183368.1,14.362,87.676,2.498,35.431,6.772,17.548,9.788,18.848,14.443,6.556,27.133
ENSMUST00000203973.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000132836.8,2.632,0.0,0.0,15.772,7.256,7.893,9.363,1.183,0.0,0.0,7.005
ENSMUST00000195624.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000223161.2,6.152,1.001,8.444,2.169,16.089,4.068,2.105,10.714,7.152,5.049,7.258
ENSMUST00000143493.2,79.065,36.289,111.488,219.271,94.539,184.404,124.098,0.0,31.617,19.846,114.598
ENSMUST00000218627.2,0.0,0.0,1.008,0.0,2.039,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000027810.14,3495.026,823.662,6126.776,5408.19,3293.949,1280.596,4383.204,2709.715,2898.305,453.099,2828.16
ENSMUST00000229589.2,144.44,53.687,134.167,183.123,153.127,34.595,108.582,189.552,211.58,0.0,220.472
ENSMUST00000122572.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000213648.2,0.0,0.0,22.969,29.103,0.0,0.0,5.364,0.0,0.0,5.737,0.0
ENSMUST00000126108.2,0.0,0.0,0.0,0.0,1.065,0.0,1.049,3.12,0.0,0.0,0.0
ENSMUST00000120078.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000206651.2,23.185,154.27,40.202,38.44,28.965,8.066,25.043,23.601,14.035,33.921,11.422
ENSMUST00000156508.2,2.017,0.0,10.683,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
ENSMUST00000216075.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000131255.3,126.593,64.857,207.118,304.586,232.498,116.22,196.332,231.263,132.309,0.0,192.314
ENSMUST00000183286.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000123468.9,260.303,266.784,338.145,116.554,177.234,89.197,248.05,93.362,248.635,93.158,96.656
ENSMUST00000206409.2,0.0,15.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000189413.7,618.0,245.0,778.0,565.745,565.875,346.988,586.411,314.762,414.868,63.0,197.0
ENSMUST00000230528.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000020826.6,2242.0,1305.0,2444.0,2005.0,1159.0,990.0,2232.0,1970.0,881.0,581.0,1089.0
ENSMUST00000227660.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000193824.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000131622.2,0.0,0.0,0.0,2.675,0.0,0.0,1.179,0.0,0.0,0.0,0.0
ENSMUST00000213281.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000191402.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000180787.3,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
ENSMUST00000194948.2,1.315,0.0,0.0,8.818,16.373,0.0,4.516,2.617,3.089,0.0,0.0
ENSMUST00000185254.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000143821.3,191.938,82.491,204.524,254.902,123.425,29.264,172.243,163.368,64.106,38.841,114.034
ENSMUST00000181617.2,0.0,0.0,1.0,3.0,4.779,0.0,4.525,0.0,0.0,0.0,0.0
ENSMUST00000214511.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000152474.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000127325.2,25.579,18.867,74.379,54.761,30.09,13.452,36.992,55.223,42.84,25.238,14.994
ENSMUST00000207580.2,31.806,64.005,53.679,19.415,5.251,23.287,2.036,52.225,17.53,41.317,21.446
ENSMUST00000150884.8,0.0,0.0,8.746,14.545,4.55,0.0,0.0,0.0,15.443,0.0,0.0
ENSMUST00000243949.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000155656.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000218192.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000175217.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000047891.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000227601.2,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000180413.2,0.0,0.0,14.795,7.378,3.988,0.0,0.0,0.0,0.0,5.0,0.0
ENSMUST00000246654.1,22.0,16.0,9.0,13.0,8.0,16.0,5.0,17.0,6.0,25.0,15.0
ENSMUST00000108337.8,0.0,0.0,96.973,312.971,414.115,0.0,215.071,0.0,93.275,0.0,0.0
ENSMUST00000114945.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000109394.3,6673.7,3414.807,11378.895,7108.746,2982.664,2712.923,6970.023,6049.701,3919.856,2101.125,4579.077
ENSMUST00000191267.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000117447.2,20.556,14.573,27.403,10.427,11.27,9.371,27.683,37.576,5.156,6.179,11.791
ENSMUST00020183277.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000215591.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000218325.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000165173.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000147874.8,0.0,0.0,0.0,0.0,2.011,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000205275.2,689.234,259.36,1021.746,907.011,916.663,539.093,1094.209,869.533,502.655,281.907,407.145
ENSMUST00000227668.2,10.274,0.0,6.3,7.877,7.055,0.0,10.77,1.029,7.26,0.0,3.029
ENSMUST00000186988.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000124974.2,348.42,48.72,427.197,438.566,314.558,248.338,462.319,328.903,213.579,161.426,198.173
ENSMUST00000241595.1,0.0,0.0,0.0,0.0,4.469,0.0,0.0,0.0,4.904,0.0,0.0
ENSMUST00000102029.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000028224.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.04,0.0,0.0
ENSMUST00000076850.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000216493.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000245067.1,19.0,32.0,9.372,9.003,8.285,6.994,11.488,0.0,0.0,0.0,0.0
ENSMUST00000126435.8,3394.719,2406.774,3659.156,2459.482,1648.947,1773.349,2780.694,2700.798,1039.964,738.518,1507.609
ENSMUST00000158859.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000050149.12,422.28,80.631,356.491,564.321,548.416,89.755,438.835,201.7,147.98,109.734,192.697
ENSMUST00000147574.8,2.25,0.0,44.019,54.552,36.396,0.0,37.667,0.0,78.416,0.0,29.924
ENSMUST00000225759.2,0.0,0.0,0.0,0.0,1.198,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000162691.2,0.0,0.0,1.0,0.0,2.002,0.0,3.0,0.0,2.002,0.0,0.0
ENSMUST00000148519.3,0.0,0.0,0.0,0.0,1.099,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000056140.5,0.0,0.0,0.0,3.25,0.0,4.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000233783.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000126666.3,3.097,0.0,0.0,0.0,7.341,0.0,0.0,2.239,0.0,0.0,0.0
ENSMUST00000151169.2,0.0,0.0,6.041,0.0,1.007,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000118180.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000083433.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000212571.2,14.305,0.0,560.728,882.87,1156.554,0.0,897.924,115.567,1332.626,0.0,138.8
ENSMUST00000211960.2,0.0,0.0,0.0,2.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000082306.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000187701.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000201290.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000136385.8,1.522,0.0,44.073,53.547,33.246,6.271,17.344,1.444,20.367,34.834,0.0
ENSMUST00000218121.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000191434.2,0.0,0.0,27.99,10.657,9.536,24.88,0.0,0.0,25.984,0.0,0.0
ENSMUST00000244905.1,0.0,0.0,0.0,9.061,0.0,11.066,0.0,12.0,0.0,0.0,0.0
ENSMUST00000021231.8,933.222,338.18,440.27,576.263,518.535,375.895,318.993,287.234,119.387,61.086,250.816
ENSMUST00000061755.9,8854.188,4431.294,11494.529,9957.93,7255.639,3962.411,8462.74,6320.844,6267.896,4532.107,5128.099
ENSMUST00000221851.2,3.0,0.0,5.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0
ENSMUST00000162349.8,0.0,0.0,7.807,1.857,11.463,0.0,7.732,5.383,4.589,0.0,0.0
ENSMUST00000181755.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000134005.2,0.0,1.014,8.381,9.951,7.978,0.0,4.872,0.0,2.937,0.0,0.0
ENSMUST00000151568.8,16.599,0.0,53.848,48.128,44.265,0.0,21.635,0.0,76.107,0.0,23.904
ENSMUST00000132385.2,31.0,0.0,21.0,33.0,34.0,0.0,35.0,21.0,21.0,6.0,3.0
ENSMUST00000072748.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSMUST00000246409.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000127728.4,379.41,209.321,169.644,281.92,115.216,121.622,231.802,231.29,36.917,57.01,76.508
ENSMUST00000128046.2,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000159774.7,0.0,0.0,586.978,518.078,412.062,0.0,219.079,18.17,267.623,0.0,408.374
ENSMUST00000127660.2,55.832,43.373,48.594,59.159,39.683,53.325,10.562,64.167,29.162,7.036,61.951
ENSMUST00000085461.4,415.921,154.348,657.253,319.23,314.577,207.532,393.272,346.896,119.507,23.609,75.497
ENSMUST00000183092.2,0.0,1.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUST00000233796.2,0.0,0.0,42.859,0.0,20.045,31.978,9.373,0.0,0.0,0.0,0.0
